4.12895034472;2.87231328328;84.224;1.46882;94.731;0.89188;86.094;1.52908;85.872;1.09556
4.12895034472;3.05183286349;83.719;1.52406;94.611;0.84346;85.785;1.54428;85.739;1.16995
4.12895034472;3.23135244369;83.835;1.71638;94.361;0.91793;85.650;1.52700;85.740;1.15821
4.12895034472;3.4108720239;83.639;1.79688;94.129;0.93042;85.638;1.62507;85.574;1.29943
4.12895034472;3.5903916041;83.804;1.60438;94.017;0.87988;85.649;1.50783;85.721;1.31391
4.12895034472;3.76991118431;84.282;1.49188;94.192;0.86030;85.762;1.40511;85.867;1.29950
4.12895034472;3.94943076451;84.483;1.58517;94.325;0.80652;85.947;1.46768;85.893;1.39114
4.12895034472;4.12895034472;84.781;1.48892;94.512;0.83714;86.024;1.50330;85.989;1.35034
4.12895034472;4.30846992492;84.956;1.45322;94.642;0.83245;86.188;1.40166;86.257;1.33006
4.12895034472;4.48798950513;85.235;1.42721;94.758;0.87038;86.464;1.51235;86.285;1.23672
4.12895034472;4.66750908533;85.375;1.45939;94.596;0.89798;86.711;1.38121;86.268;1.30683
4.12895034472;4.84702866554;85.293;1.40832;94.606;0.90240;86.668;1.52797;86.367;1.24346
4.12895034472;5.02654824574;84.978;1.41704;94.496;0.88512;86.674;1.45937;86.104;1.16640
4.12895034472;5.20606782595;84.839;1.60243;94.529;0.86800;86.519;1.44455;86.147;1.20915
4.12895034472;5.38558740615;84.642;1.52312;94.285;0.87232;86.242;1.46379;86.144;1.25786
4.12895034472;5.56510698636;84.221;1.39856;94.078;0.84197;86.149;1.57317;86.299;1.28881
4.12895034472;5.74462656656;84.261;1.47221;93.864;0.89157;85.864;1.50252;86.371;1.37698
4.12895034472;5.92414614677;83.997;1.49402;93.912;0.87578;85.835;1.37092;86.026;1.29724
4.12895034472;6.10366572697;83.983;1.33201;93.864;0.89373;85.606;1.50212;85.553;1.23556
4.12895034472;6.28318530718;84.036;1.39053;93.829;0.83455;85.504;1.57388;85.068;1.25300
4.30846992492;0;84.319;1.43258;93.990;0.86844;85.638;1.38668;85.526;1.21069
4.30846992492;0.179519580205;84.392;1.60136;93.989;0.95118;86.068;1.34209;85.438;1.16673
4.30846992492;0.35903916041;84.360;1.44403;94.071;0.94234;86.340;1.38964;85.869;1.23940
4.30846992492;0.538558740615;84.386;1.51716;94.129;0.85275;86.153;1.38785;85.994;1.11799
4.30846992492;0.718078320821;84.206;1.37058;94.289;0.83870;86.043;1.56390;86.157;1.20266
4.30846992492;0.897597901026;84.210;1.51442;94.294;0.88534;86.001;1.47592;86.360;1.34404
4.30846992492;1.07711748123;84.046;1.56528;94.194;0.89430;85.729;1.41194;86.582;1.33057
4.30846992492;1.25663706144;84.122;1.70544;94.156;0.86037;85.742;1.38098;86.161;1.28388
4.30846992492;1.43615664164;83.853;1.52153;94.044;0.85871;85.782;1.34953;85.715;1.32904
4.30846992492;1.61567622185;83.889;1.57343;93.939;0.85741;85.718;1.59063;85.542;1.23845
4.30846992492;1.79519580205;83.656;1.48849;93.910;0.84924;85.719;1.43350;85.440;1.19138
4.30846992492;1.97471538226;83.904;1.63640;93.796;0.87247;85.963;1.38308;85.450;1.33089
4.30846992492;2.15423496246;84.125;1.76400;94.000;0.84254;86.222;1.54698;86.074;1.25029
4.30846992492;2.33375454267;84.464;1.42779;94.344;0.94180;86.369;1.50795;86.565;1.18127
4.30846992492;2.51327412287;84.418;1.56713;94.639;0.90310;86.438;1.44956;86.676;1.20510
4.30846992492;2.69279370308;84.412;1.53431;94.735;0.87027;86.450;1.46188;86.532;1.21231
4.30846992492;2.87231328328;84.600;1.70537;94.736;0.83737;86.429;1.54264;86.322;1.15978
4.30846992492;3.05183286349;84.099;1.34651;94.744;0.85723;86.221;1.62343;86.083;1.20889
4.30846992492;3.23135244369;83.979;1.54278;94.588;0.82061;85.869;1.55613;85.925;1.21513
4.30846992492;3.4108720239;83.428;1.53771;94.299;0.89546;85.669;1.57434;85.675;1.26152
4.30846992492;3.5903916041;83.518;1.53723;93.999;0.92093;85.493;1.53814;85.464;1.31001
4.30846992492;3.76991118431;83.418;1.50024;93.933;0.90861;85.550;1.53507;85.667;1.36973
4.30846992492;3.94943076451;83.850;1.53999;94.138;0.84490;85.799;1.48480;85.821;1.22885
4.30846992492;4.12895034472;84.253;1.52851;94.322;0.83525;85.856;1.44801;85.881;1.30751
4.30846992492;4.30846992492;84.631;1.60886;94.512;0.83714;86.022;1.50559;86.021;1.35918
4.30846992492;4.48798950513;85.128;1.38954;94.654;0.84563;86.317;1.44518;86.229;1.29269
4.30846992492;4.66750908533;85.507;1.58666;94.765;0.85813;86.556;1.44110;86.353;1.20099
4.30846992492;4.84702866554;85.475;1.46476;94.660;0.90935;86.693;1.33430;86.425;1.26024
4.30846992492;5.02654824574;85.228;1.51987;94.676;0.87644;86.768;1.51991;86.422;1.19608
4.30846992492;5.20606782595;84.918;1.41722;94.794;0.84881;86.662;1.39809;86.500;1.14850
4.30846992492;5.38558740615;84.826;1.30324;94.628;0.91348;86.458;1.40827;86.475;1.19198
4.30846992492;5.56510698636;84.776;1.51126;94.336;0.84747;86.188;1.60960;86.561;1.12425
4.30846992492;5.74462656656;84.314;1.76775;94.103;0.89093;86.046;1.46979;86.682;1.27806
4.30846992492;5.92414614677;84.436;1.47717;94.119;0.92842;85.908;1.44584;86.278;1.27506
4.30846992492;6.10366572697;84.147;1.47445;94.094;0.91866;85.708;1.47098;85.997;1.38142
4.30846992492;6.28318530718;84.410;1.40592;93.990;0.86844;85.633;1.38796;85.518;1.21698
4.48798950513;0;84.321;1.41161;94.168;0.88355;85.743;1.48713;85.963;1.28098
4.48798950513;0.179519580205;84.736;1.53879;94.210;0.86059;86.128;1.36723;85.943;1.15442
4.48798950513;0.35903916041;85.028;1.59135;94.417;0.91751;86.482;1.43575;86.271;1.14318
4.48798950513;0.538558740615;84.761;1.52943;94.394;0.84723;86.354;1.55746;86.485;1.14391
4.48798950513;0.718078320821;84.942;1.44607;94.467;0.81926;86.167;1.52740;86.653;1.12380
4.48798950513;0.897597901026;84.606;1.44093;94.510;0.85266;86.264;1.50776;86.888;1.22602
4.48798950513;1.07711748123;84.707;1.34885;94.349;0.92914;86.024;1.44052;86.997;1.23647
4.48798950513;1.25663706144;84.711;1.68905;94.410;0.89653;85.987;1.50871;86.510;1.32370
4.48798950513;1.43615664164;84.556;1.42887;94.275;0.88029;86.046;1.42013;86.146;1.33541
4.48798950513;1.61567622185;84.283;1.46285;94.056;0.86268;85.817;1.37539;85.878;1.25982
4.48798950513;1.79519580205;83.961;1.46506;93.888;0.88986;85.532;1.41708;85.486;1.20546
4.48798950513;1.97471538226;83.585;1.51034;93.714;0.88707;85.453;1.44332;85.201;1.25145
4.48798950513;2.15423496246;83.618;1.41208;93.792;0.88443;85.803;1.42082;85.251;1.28751
4.48798950513;2.33375454267;83.822;1.62024;93.929;0.88982;86.161;1.49994;85.769;1.27088
4.48798950513;2.51327412287;84.254;1.58694;94.228;0.81893;86.589;1.37876;86.897;1.15457
4.48798950513;2.69279370308;84.628;1.48200;94.638;0.84275;86.524;1.34908;86.996;1.06459
4.48798950513;2.87231328328;84.531;1.49236;94.910;0.79455;86.590;1.37358;86.835;1.16174
4.48798950513;3.05183286349;84.394;1.52228;94.776;0.86800;86.560;1.42561;86.601;1.17711
4.48798950513;3.23135244369;84.007;1.46939;94.715;0.84423;86.238;1.45815;86.328;1.30811
4.48798950513;3.4108720239;83.840;1.53287;94.464;0.85256;85.862;1.43416;85.921;1.29631
4.48798950513;3.5903916041;83.281;1.77765;94.192;0.88571;85.644;1.48702;85.590;1.28040
4.48798950513;3.76991118431;83.303;1.52026;93.897;0.87815;85.478;1.44034;85.458;1.23314
4.48798950513;3.94943076451;83.504;1.59340;93.850;0.86716;85.531;1.34735;85.585;1.28805
4.48798950513;4.12895034472;83.865;1.65611;94.061;0.87800;85.782;1.43609;85.879;1.29994
4.48798950513;4.30846992492;84.206;1.46895;94.321;0.81907;85.883;1.45423;85.990;1.30506
4.48798950513;4.48798950513;84.497;1.55850;94.512;0.83714;86.022;1.50661;86.021;1.34405
4.48798950513;4.66750908533;85.294;1.73831;94.657;0.83690;86.257;1.44195;86.199;1.25902
4.48798950513;4.84702866554;85.479;1.36837;94.739;0.86720;86.640;1.33170;86.414;1.25052
4.48798950513;5.02654824574;85.385;1.34081;94.815;0.88999;86.872;1.41768;86.615;1.21218
4.48798950513;5.20606782595;85.490;1.47071;94.828;0.81983;86.817;1.48756;86.579;1.18254
4.48798950513;5.38558740615;85.204;1.75972;94.912;0.89055;86.750;1.42549;86.879;1.24497
4.48798950513;5.56510698636;85.108;1.50585;94.640;0.90781;86.546;1.48769;86.679;1.12562
4.48798950513;5.74462656656;84.724;1.39768;94.367;0.88483;86.189;1.49644;86.779;1.17764
4.48798950513;5.92414614677;84.642;1.46805;94.264;0.88878;86.104;1.42080;86.679;1.31073
4.48798950513;6.10366572697;84.349;1.35894;94.379;0.91550;85.990;1.47715;86.350;1.39043
4.48798950513;6.28318530718;84.743;1.45554;94.168;0.88355;85.743;1.48713;86.010;1.28648
4.66750908533;0;84.824;1.37393;94.581;0.89278;86.151;1.32656;86.472;1.30998
4.66750908533;0.179519580205;85.190;1.47060;94.507;0.83642;86.188;1.43887;86.400;1.25273
4.66750908533;0.35903916041;85.206;1.36359;94.640;0.85551;86.561;1.36056;86.615;1.19310
4.66750908533;0.538558740615;85.589;1.34100;94.801;0.80729;86.747;1.45007;86.939;1.15702
4.66750908533;0.718078320821;85.299;1.67399;94.689;0.79425;86.531;1.64828;87.001;1.19414
4.66750908533;0.897597901026;85.525;1.62477;94.664;0.81701;86.390;1.61798;87.104;1.16987
4.66750908533;1.07711748123;84.862;1.48065;94.544;0.92256;86.343;1.39195;87.254;1.15016
4.66750908533;1.25663706144;85.043;1.55390;94.547;0.90919;86.354;1.41194;86.989;1.31423
4.66750908533;1.43615664164;85.017;1.63657;94.549;0.90168;86.157;1.33825;86.581;1.39330
4.66750908533;1.61567622185;84.707;1.44055;94.310;0.87322;85.935;1.35641;86.239;1.28150
4.66750908533;1.79519580205;84.244;1.60635;93.947;0.88086;85.594;1.31982;85.642;1.18907
4.66750908533;1.97471538226;83.756;1.69033;93.661;0.88792;85.397;1.49007;85.089;1.34436
4.66750908533;2.15423496246;83.685;1.65569;93.535;0.93652;85.214;1.42866;84.863;1.31241
4.66750908533;2.33375454267;83.478;1.60354;93.554;0.89991;85.672;1.42518;85.200;1.22227
4.66750908533;2.51327412287;83.439;1.73396;93.751;0.82390;86.101;1.35959;85.733;1.28981
4.66750908533;2.69279370308;84.024;1.50571;94.069;0.84722;86.503;1.41917;86.899;1.15554
4.66750908533;2.87231328328;84.456;1.49028;94.383;0.84009;86.542;1.35692;87.054;1.21990
4.66750908533;3.05183286349;84.765;1.55998;94.904;0.80428;86.978;1.27583;86.853;1.19899
4.66750908533;3.23135244369;84.339;1.52666;94.707;0.81883;86.356;1.40479;86.643;1.29518
4.66750908533;3.4108720239;83.938;1.68719;94.482;0.83307;86.207;1.45200;86.082;1.35005
4.66750908533;3.5903916041;83.478;1.54522;94.314;0.88210;85.843;1.46279;85.844;1.35567
4.66750908533;3.76991118431;83.279;1.62979;93.962;0.91000;85.557;1.46230;85.546;1.28444
4.66750908533;3.94943076451;83.421;1.51696;93.756;0.88648;85.411;1.56556;85.525;1.30001
4.66750908533;4.12895034472;83.471;1.70573;93.778;0.87555;85.562;1.38365;85.615;1.28234
4.66750908533;4.30846992492;84.139;1.49317;94.062;0.86366;85.774;1.50145;86.017;1.24410
4.66750908533;4.48798950513;84.124;1.47924;94.342;0.84383;85.935;1.38525;86.061;1.32062
4.66750908533;4.66750908533;84.815;1.45390;94.511;0.83645;86.022;1.50559;86.007;1.34462
4.66750908533;4.84702866554;85.192;1.48433;94.660;0.81894;86.315;1.45714;86.193;1.24553
4.66750908533;5.02654824574;85.493;1.35790;94.719;0.88671;86.679;1.36890;86.431;1.23814
4.66750908533;5.20606782595;85.611;1.52386;94.867;0.87949;86.853;1.35247;86.722;1.20169
4.66750908533;5.38558740615;85.336;1.40973;95.006;0.82213;86.781;1.44770;86.835;1.18281
4.66750908533;5.56510698636;85.240;1.45188;94.844;0.88088;86.618;1.40194;86.896;1.15343
4.66750908533;5.74462656656;84.979;1.50710;94.662;0.85216;86.374;1.47260;86.918;1.17813
4.66750908533;5.92414614677;84.858;1.46355;94.487;0.88360;86.226;1.43722;86.999;1.20616
4.66750908533;6.10366572697;84.699;1.50206;94.588;0.88311;86.240;1.46595;86.742;1.28777
4.66750908533;6.28318530718;84.981;1.35372;94.581;0.89278;86.151;1.32656;86.508;1.27718
4.84702866554;0;85.172;1.43306;94.856;0.91644;86.326;1.38769;86.812;1.33049
4.84702866554;0.179519580205;85.297;1.47537;94.835;0.87592;86.304;1.41951;86.781;1.28536
4.84702866554;0.35903916041;85.389;1.34443;94.753;0.81118;86.540;1.43131;86.815;1.14029
4.84702866554;0.538558740615;85.742;1.61329;94.894;0.82755;86.897;1.48945;87.293;1.18772
4.84702866554;0.718078320821;85.714;1.31307;95.029;0.81657;86.906;1.49718;87.474;1.08257
4.84702866554;0.897597901026;85.426;1.45976;94.836;0.81469;86.518;1.47892;87.219;1.08706
4.84702866554;1.07711748123;85.175;1.43407;94.776;0.82610;86.418;1.39115;87.287;1.21596
4.84702866554;1.25663706144;85.071;1.42298;94.650;0.87764;86.269;1.52601;87.192;1.18090
4.84702866554;1.43615664164;85.182;1.41076;94.721;0.87896;86.317;1.34134;86.803;1.24505
4.84702866554;1.61567622185;84.972;1.40257;94.568;0.85772;86.085;1.30329;86.401;1.17689
4.84702866554;1.79519580205;84.431;1.38840;94.146;0.86142;85.701;1.42066;85.899;1.24466
4.84702866554;1.97471538226;83.974;1.44710;93.789;0.90525;85.446;1.45234;85.331;1.23256
4.84702866554;2.15423496246;83.686;1.44463;93.494;0.87747;85.104;1.41263;84.767;1.27125
4.84702866554;2.33375454267;82.983;1.60036;93.289;0.91179;85.118;1.40825;84.314;1.29380
4.84702866554;2.51327412287;83.143;1.73824;93.351;0.87503;85.326;1.48972;84.457;1.33089
4.84702866554;2.69279370308;83.250;1.49045;93.608;0.81341;85.874;1.51819;85.436;1.18927
4.84702866554;2.87231328328;83.257;1.48571;93.999;0.84672;86.357;1.41488;86.553;1.13811
4.84702866554;3.05183286349;84.010;1.68103;94.272;0.87800;86.811;1.49303;86.788;1.03631
4.84702866554;3.23135244369;84.542;1.67008;94.746;0.80317;86.904;1.46214;86.775;1.23534
4.84702866554;3.4108720239;84.190;1.61506;94.158;0.83653;86.219;1.41102;86.342;1.31237
4.84702866554;3.5903916041;83.704;1.55779;93.972;0.87841;85.990;1.44800;85.969;1.36040
4.84702866554;3.76991118431;83.503;1.56009;93.903;0.90491;85.774;1.55348;85.686;1.39081
4.84702866554;3.94943076451;83.425;1.61735;93.800;0.92724;85.603;1.60310;85.656;1.20651
4.84702866554;4.12895034472;83.356;1.70576;93.765;0.89384;85.508;1.50260;85.719;1.30679
4.84702866554;4.30846992492;83.603;1.53958;93.719;0.85404;85.582;1.34711;85.758;1.30827
4.84702866554;4.48798950513;83.818;1.47543;93.985;0.86306;85.669;1.37737;85.996;1.27658
4.84702866554;4.66750908533;84.382;1.45169;94.317;0.84544;86.014;1.43983;86.062;1.25499
4.84702866554;4.84702866554;84.743;1.41467;94.512;0.83714;86.021;1.50646;86.010;1.33360
4.84702866554;5.02654824574;85.208;1.45131;94.660;0.81753;86.361;1.42887;86.272;1.19553
4.84702866554;5.20606782595;85.454;1.52295;94.746;0.87159;86.742;1.35293;86.457;1.28628
4.84702866554;5.38558740615;85.685;1.47514;94.865;0.86679;86.939;1.42467;86.746;1.11877
4.84702866554;5.56510698636;85.332;1.49651;95.111;0.81650;86.796;1.46437;86.940;1.11552
4.84702866554;5.74462656656;84.996;1.56316;94.838;0.88542;86.676;1.50837;87.006;1.09014
4.84702866554;5.92414614677;84.847;1.59843;94.724;0.87235;86.340;1.43713;87.038;1.12578
4.84702866554;6.10366572697;85.081;1.36510;94.625;0.86769;86.217;1.38835;87.072;1.22988
4.84702866554;6.28318530718;85.264;1.46506;94.856;0.91644;86.326;1.38769;86.814;1.35782
5.02654824574;0;85.275;1.55344;94.844;0.85352;86.274;1.30068;87.035;1.26753
5.02654824574;0.179519580205;85.576;1.30959;95.018;0.89033;86.372;1.43551;86.932;1.29994
5.02654824574;0.35903916041;85.644;1.31079;95.051;0.87459;86.576;1.52048;87.118;1.13878
5.02654824574;0.538558740615;85.693;1.48286;94.942;0.80392;86.799;1.50249;87.088;1.06365
5.02654824574;0.718078320821;85.875;1.44344;95.056;0.81815;86.947;1.49330;87.468;1.10517
5.02654824574;0.897597901026;85.657;1.36632;95.014;0.79604;86.878;1.43647;87.488;1.08566
5.02654824574;1.07711748123;85.482;1.29256;94.872;0.82488;86.485;1.49790;87.313;1.14672
5.02654824574;1.25663706144;85.108;1.37627;94.688;0.85783;86.410;1.39808;87.201;1.18037
5.02654824574;1.43615664164;84.856;1.24783;94.675;0.82501;86.219;1.53176;86.838;1.14663
5.02654824574;1.61567622185;84.508;1.38672;94.593;0.90273;86.001;1.39544;86.346;1.21521
5.02654824574;1.79519580205;84.332;1.59495;94.275;0.83831;85.757;1.41071;85.772;1.24200
5.02654824574;1.97471538226;83.950;1.64281;93.932;0.91471;85.426;1.50158;85.229;1.34720
5.02654824574;2.15423496246;83.692;1.37439;93.501;0.90038;85.206;1.41100;84.829;1.34268
5.02654824574;2.33375454267;82.844;1.63281;93.101;0.88149;84.981;1.43440;84.251;1.20071
5.02654824574;2.51327412287;82.847;1.79629;93.129;0.83228;85.068;1.43674;84.044;1.35462
5.02654824574;2.69279370308;82.528;1.79032;93.339;0.79759;85.376;1.44007;84.481;1.26452
5.02654824574;2.87231328328;82.981;1.67226;93.889;0.79858;86.029;1.44111;85.268;1.23888
5.02654824574;3.05183286349;83.399;1.62060;93.942;0.80382;86.615;1.45332;86.572;1.22062
5.02654824574;3.23135244369;83.536;1.68146;94.108;0.80871;86.664;1.47392;86.347;1.23408
5.02654824574;3.4108720239;84.297;1.64814;94.675;0.82501;87.054;1.46570;86.806;1.21969
5.02654824574;3.5903916041;84.117;1.61739;94.410;0.82317;86.592;1.44437;86.596;1.14337
5.02654824574;3.76991118431;83.717;1.49280;94.011;0.90763;85.944;1.61135;85.892;1.25649
5.02654824574;3.94943076451;83.762;1.66760;93.942;0.94909;85.825;1.60124;85.808;1.40276
5.02654824574;4.12895034472;83.557;1.73771;93.893;0.93344;85.647;1.62425;85.850;1.29104
5.02654824574;4.30846992492;83.497;1.54503;93.796;0.95259;85.667;1.55233;85.826;1.29746
5.02654824574;4.48798950513;83.747;1.58431;93.819;0.85086;85.514;1.45024;85.776;1.20379
5.02654824574;4.66750908533;83.954;1.57300;94.021;0.86499;85.715;1.43243;86.058;1.30419
5.02654824574;4.84702866554;84.156;1.41021;94.306;0.87268;86.018;1.47537;86.126;1.29769
5.02654824574;5.02654824574;84.865;1.28987;94.511;0.83645;86.025;1.50241;86.015;1.32720
5.02654824574;5.20606782595;85.281;1.30511;94.671;0.80715;86.360;1.41016;86.263;1.18522
5.02654824574;5.38558740615;85.513;1.55837;94.775;0.88493;86.894;1.35094;86.543;1.18600
5.02654824574;5.56510698636;85.483;1.43728;94.960;0.80897;86.789;1.44328;86.899;1.05976
5.02654824574;5.74462656656;85.267;1.52963;94.981;0.87973;86.808;1.39471;87.015;1.13269
5.02654824574;5.92414614677;85.203;1.58789;94.872;0.87416;86.597;1.54704;87.067;1.07570
5.02654824574;6.10366572697;84.926;1.53514;94.701;0.89352;86.354;1.37904;87.139;1.23400
5.02654824574;6.28318530718;85.182;1.49674;94.844;0.85352;86.274;1.30068;87.054;1.24634
5.20606782595;0;85.050;1.42353;94.767;0.87619;86.428;1.44965;87.264;1.17630
5.20606782595;0.179519580205;85.214;1.52669;94.974;0.82043;86.399;1.43429;87.028;1.25185
5.20606782595;0.35903916041;85.586;1.41811;95.183;0.86019;86.454;1.52404;87.006;1.17463
5.20606782595;0.538558740615;85.765;1.45661;95.164;0.85287;86.767;1.51943;87.117;1.15221
5.20606782595;0.718078320821;85.729;1.34462;95.143;0.78135;86.946;1.42650;87.153;1.11881
5.20606782595;0.897597901026;85.819;1.35820;95.035;0.76183;86.875;1.47373;87.328;1.14060
5.20606782595;1.07711748123;85.383;1.50528;94.874;0.84256;86.775;1.46521;87.253;1.07162
5.20606782595;1.25663706144;84.975;1.44249;94.703;0.82449;86.421;1.66549;87.017;1.11102
5.20606782595;1.43615664164;84.763;1.41698;94.540;0.84041;86.086;1.45355;86.794;1.20980
5.20606782595;1.61567622185;84.469;1.39684;94.401;0.87151;85.969;1.43197;86.303;1.22723
5.20606782595;1.79519580205;84.111;1.41966;94.228;0.84627;85.699;1.48935;85.792;1.18382
5.20606782595;1.97471538226;83.582;1.43241;93.875;0.81069;85.442;1.49863;85.290;1.22003
5.20606782595;2.15423496246;83.378;1.59267;93.407;0.84310;85.158;1.54548;84.942;1.34043
5.20606782595;2.33375454267;82.850;1.55027;93.061;0.88124;85.231;1.51041;84.754;1.27398
5.20606782595;2.51327412287;82.601;1.55268;93.076;0.80229;85.147;1.49830;84.519;1.27073
5.20606782595;2.69279370308;82.467;1.55048;93.193;0.80902;85.215;1.49360;84.429;1.27580
5.20606782595;2.87231328328;82.510;1.55584;93.582;0.78575;85.842;1.44509;84.797;1.31489
5.20606782595;3.05183286349;82.718;1.62248;93.694;0.80051;86.250;1.60319;85.526;1.18476
5.20606782595;3.23135244369;82.915;1.50186;93.556;0.81389;86.176;1.52455;85.661;1.30690
5.20606782595;3.4108720239;83.282;1.63366;93.910;0.79164;86.451;1.51362;85.729;1.29850
5.20606782595;3.5903916041;83.954;1.58254;94.499;0.83400;86.564;1.56355;85.892;1.28623
5.20606782595;3.76991118431;83.568;1.53291;94.389;0.91793;86.213;1.63522;86.051;1.16869
5.20606782595;3.94943076451;83.761;1.59253;94.079;0.91954;85.953;1.52323;85.876;1.27365
5.20606782595;4.12895034472;83.850;1.45881;94.081;0.90944;85.982;1.53763;85.824;1.33149
5.20606782595;4.30846992492;83.814;1.51503;93.987;0.90785;85.818;1.62896;85.774;1.28068
5.20606782595;4.48798950513;83.621;1.50862;93.886;0.96265;85.713;1.55787;85.867;1.24197
5.20606782595;4.66750908533;83.760;1.82957;93.922;0.88870;85.651;1.58524;85.981;1.27382
5.20606782595;4.84702866554;83.881;1.52371;94.074;0.88499;85.799;1.44770;86.144;1.23433
5.20606782595;5.02654824574;84.213;1.46737;94.310;0.85514;86.011;1.55122;86.142;1.31580
5.20606782595;5.20606782595;84.807;1.56888;94.512;0.83714;86.025;1.50241;86.026;1.34957
5.20606782595;5.38558740615;85.256;1.44039;94.676;0.83566;86.385;1.40126;86.243;1.18315
5.20606782595;5.56510698636;85.501;1.45614;94.810;0.88053;86.890;1.36873;86.596;1.20945
5.20606782595;5.74462656656;85.457;1.50965;94.992;0.79684;86.857;1.43475;86.864;1.16967
5.20606782595;5.92414614677;85.369;1.47068;94.903;0.83853;86.849;1.40060;86.925;1.06556
5.20606782595;6.10366572697;85.099;1.55236;94.860;0.83553;86.435;1.55296;87.121;1.19086
5.20606782595;6.28318530718;85.250;1.46566;94.767;0.87619;86.428;1.44965;87.289;1.17761
5.38558740615;0;84.982;1.54918;94.849;0.85619;86.471;1.38501;87.069;1.16410
5.38558740615;0.179519580205;85.088;1.43219;94.881;0.85029;86.431;1.39727;87.349;1.24476
5.38558740615;0.35903916041;85.529;1.48067;95.075;0.82879;86.393;1.47477;87.051;1.18029
5.38558740615;0.538558740615;85.319;1.57055;95.160;0.89330;86.479;1.49657;86.872;1.24667
5.38558740615;0.718078320821;85.518;1.32926;95.079;0.85735;86.708;1.40607;87.000;1.11163
5.38558740615;0.897597901026;85.606;1.37739;95.051;0.77172;86.722;1.48084;87.035;1.12481
5.38558740615;1.07711748123;85.308;1.39962;94.828;0.78962;86.612;1.38205;86.990;1.08423
5.38558740615;1.25663706144;85.039;1.49253;94.647;0.81210;86.421;1.39248;86.850;1.12644
5.38558740615;1.43615664164;84.660;1.40647;94.396;0.81232;86.075;1.65582;86.437;1.23547
5.38558740615;1.61567622185;84.253;1.29171;94.196;0.81420;86.053;1.59210;86.192;1.19463
5.38558740615;1.79519580205;83.851;1.58745;94.051;0.82380;85.778;1.60655;85.785;1.19612
5.38558740615;1.97471538226;83.218;1.52930;93.704;0.81887;85.456;1.58578;85.308;1.21583
5.38558740615;2.15423496246;83.154;1.69948;93.422;0.86056;85.283;1.56235;84.999;1.26983
5.38558740615;2.33375454267;82.728;1.72497;93.167;0.92087;85.075;1.46202;84.774;1.34352
5.38558740615;2.51327412287;82.642;1.58516;93.069;0.86346;85.101;1.59218;84.600;1.31282
5.38558740615;2.69279370308;82.568;1.65453;93.275;0.84029;85.383;1.47433;84.456;1.32049
5.38558740615;2.87231328328;82.764;1.55289;93.504;0.85139;85.704;1.44140;84.935;1.26815
5.38558740615;3.05183286349;82.389;1.64136;93.565;0.83311;85.933;1.50194;85.199;1.28414
5.38558740615;3.23135244369;82.019;1.74596;93.058;0.90629;86.067;1.51941;84.215;1.24898
5.38558740615;3.4108720239;82.446;1.50397;93.479;0.79674;86.368;1.53161;84.789;1.19113
5.38558740615;3.5903916041;83.037;1.58317;93.960;0.88986;86.668;1.51236;85.317;1.20571
5.38558740615;3.76991118431;83.486;1.63400;93.979;0.92679;86.296;1.52602;85.410;1.24990
5.38558740615;3.94943076451;83.518;1.69411;93.957;0.97292;86.117;1.58259;85.294;1.29506
5.38558740615;4.12895034472;83.449;1.66795;93.856;0.91627;86.058;1.62171;85.429;1.25587
5.38558740615;4.30846992492;83.471;1.43365;93.929;0.91145;85.840;1.52416;85.628;1.23142
5.38558740615;4.48798950513;83.763;1.61769;94.108;0.94018;85.792;1.58862;85.794;1.15405
5.38558740615;4.66750908533;84.067;1.69229;94.049;0.92094;85.821;1.56866;85.900;1.14724
5.38558740615;4.84702866554;83.656;1.71716;93.981;0.94019;85.682;1.49975;86.117;1.19443
5.38558740615;5.02654824574;84.085;1.60837;94.157;0.87185;85.924;1.39918;86.215;1.22858
5.38558740615;5.20606782595;84.497;1.62075;94.326;0.85219;85.976;1.61380;86.200;1.28493
5.38558740615;5.38558740615;84.619;1.49905;94.512;0.83714;86.024;1.50778;86.025;1.33605
5.38558740615;5.56510698636;85.464;1.53297;94.643;0.83339;86.508;1.38847;86.253;1.16086
5.38558740615;5.74462656656;85.368;1.53186;94.867;0.88299;86.876;1.30134;86.574;1.20571
5.38558740615;5.92414614677;85.374;1.31023;95.001;0.84699;86.931;1.38799;86.792;1.12243
5.38558740615;6.10366572697;85.515;1.63551;94.857;0.86054;86.829;1.42996;86.919;1.18998
5.38558740615;6.28318530718;85.039;1.58651;94.849;0.85619;86.469;1.38544;87.078;1.15302
5.56510698636;0;85.272;1.58661;94.815;0.86425;86.679;1.50630;86.793;1.13924
5.56510698636;0.179519580205;84.744;1.71624;94.833;0.86781;86.417;1.45694;87.022;1.21054
5.56510698636;0.35903916041;85.110;1.60551;94.860;0.87102;86.412;1.45045;87.289;1.27906
5.56510698636;0.538558740615;85.375;1.43916;95.089;0.85222;86.376;1.44165;86.978;1.25279
5.56510698636;0.718078320821;85.387;1.40755;95.126;0.89173;86.319;1.52519;86.807;1.16625
5.56510698636;0.897597901026;85.233;1.47325;94.967;0.79182;86.421;1.40461;86.765;1.19191
5.56510698636;1.07711748123;84.897;1.59325;94.790;0.71024;86.486;1.46743;86.681;1.11050
5.56510698636;1.25663706144;84.999;1.30000;94.543;0.82596;86.231;1.39361;86.492;1.14001
